n,float64
3,0.0
4,2.3647750424515834e-13
5,6.513567463173331e-12
6,2.4866564363179577e-10
7,9.43694711263987e-09
8,7.987403649600822e-08
9,3.42391785590479e-07
10,0.00010529291930594376
11,0.0076479560759658005
12,0.7198639264070665
13,12.5322283325248
14,11.992584768046962
15,9.069111859143181
16,15.637213329309231
17,14.41392810253056
18,13.500418656406985
19,52.1563504044127
20,403.45553978993996
